tweet_url,from_user_id,from_user_screen_name, from_user_followers,to_user_id,to_user_screen_name,to_user_followers
https://twitter.com/GrammaLove3/status/1257323409643499520,83932539,prayingmedic,356092,1237920332339654657,GrammaLove3,16
https://twitter.com/chaddyo86/status/1257323535707500544,83932539,prayingmedic,356092,60301788,chaddyo86,76
https://twitter.com/TressDo/status/1257323323895148544,83932539,prayingmedic,356092,1225577363297198080,TressDo,3570
https://twitter.com/NavyShark5150/status/1257323419160293384,83932539,prayingmedic,356092,1095476182932484097,NavyShark5150,3973
https://twitter.com/qmaga220/status/1257323544741998594,83932539,prayingmedic,356092,1160262640075231232,qmaga220,4425
https://twitter.com/afisheyonado/status/1257323360981147651,83932539,prayingmedic,356092,67232456,afisheyonado,4215
https://twitter.com/HeyJude_CA/status/1257323494817148930,83932539,prayingmedic,356092,83143192,HeyJude_CA,3573
https://twitter.com/Rajean57/status/1257323530296815616,83932539,prayingmedic,356092,705319350,Rajean57,10150
https://twitter.com/DavidSemperFi/status/1257323244769562628,83932539,prayingmedic,356092,882294268483817472,DavidSemperFi,5378
https://twitter.com/EverTheBeverly/status/1257323297240264707,83932539,prayingmedic,356092,3303875630,EverTheBeverly,6436
https://twitter.com/thedaze/status/1257323476718809088,83932539,prayingmedic,356092,20680075,thedaze,7323
https://twitter.com/jaeffbee/status/1257323270774222851,83932539,prayingmedic,356092,241541124,jaeffbee,558
https://twitter.com/Kazorchian/status/1257323458326704132,83932539,prayingmedic,356092,1255520163446829062,Kazorchian,72
https://twitter.com/TaTonkaDeb/status/1257323553273208836,83932539,prayingmedic,356092,948676817744990208,TaTonkaDeb,1607
https://twitter.com/Pammy30104931/status/1257323521379717121,83932539,prayingmedic,356092,1006189593954258945,Pammy30104931,3559
https://twitter.com/17PEACEKEEPER/status/1257323272024145931,83932539,prayingmedic,356092,2413197441,17PEACEKEEPER,1193
https://twitter.com/RenaGaunt/status/1257323530296766464,83932539,prayingmedic,356092,1237244401992286209,RenaGaunt,648
https://twitter.com/Funnygirl721/status/1257323275241140226,83932539,prayingmedic,356092,1008335513655369728,Funnygirl721,1499
https://twitter.com/D3m0A/status/1257323405394632704,83932539,prayingmedic,356092,1046832548049870849,D3m0A,14088
https://twitter.com/Cadosh1977/status/1257323505948913666,83932539,prayingmedic,356092,3000641505,Cadosh1977,122
https://twitter.com/oz10saaa/status/1257323286364446727,83932539,prayingmedic,356092,265144039,oz10saaa,2528
https://twitter.com/SeratopiaO/status/1257323509836988416,83932539,prayingmedic,356092,1227740174064345088,SeratopiaO,238
https://twitter.com/forloveofJ/status/1257323546251980801,83932539,prayingmedic,356092,611427181,forloveofJ,1164
https://twitter.com/kell1077/status/1257323426248667137,83932539,prayingmedic,356092,1099257181864710145,kell1077,409
https://twitter.com/BelindaInTexas/status/1257323324557848577,83932539,prayingmedic,356092,1023157704045588481,BelindaInTexas,3288
https://twitter.com/fancynancie1/status/1257323514186444800,83932539,prayingmedic,356092,1056716125222907905,fancynancie1,232
https://twitter.com/BetsyRo05183226/status/1257323418199842816,83932539,prayingmedic,356092,1252249875334512640,BetsyRo05183226,150
https://twitter.com/JwemrJim/status/1257323532217769986,83932539,prayingmedic,356092,1444831064,JwemrJim,843
https://twitter.com/EVT888/status/1257323443025895428,83932539,prayingmedic,356092,1052361277522239491,EVT888,709
https://twitter.com/JudyVoris/status/1257323527725740032,83932539,prayingmedic,356092,2680625635,JudyVoris,1379
https://twitter.com/Robby12692/status/1257323413179232259,83932539,prayingmedic,356092,871124284961427456,Robby12692,16293
https://twitter.com/misslexi9162/status/1257323281939492867,83932539,prayingmedic,356092,88245184,misslexi9162,3525
https://twitter.com/lilidujour/status/1257323419114147841,83932539,prayingmedic,356092,1186122992721584130,lilidujour,1843
https://twitter.com/TanksAlotBrad/status/1257323441478234113,83932539,prayingmedic,356092,795423419219120128,TanksAlotBrad,6907
https://twitter.com/hoodlum64/status/1257323283092889600,83932539,prayingmedic,356092,125240751,hoodlum64,572
https://twitter.com/kenlipson/status/1257323545413083137,83932539,prayingmedic,356092,1175147756953882624,kenlipson,1815
https://twitter.com/pmakze/status/1257323236594868229,83932539,prayingmedic,356092,116266732,pmakze,4692
https://twitter.com/Amazinggrace2me/status/1257323494641070083,83932539,prayingmedic,356092,839529596353720324,Amazinggrace2me,6571
https://twitter.com/Kathlee07860851/status/1257323297101905922,83932539,prayingmedic,356092,1016476228809822208,Kathlee07860851,207
https://twitter.com/Ronin2428/status/1257323351682379790,83932539,prayingmedic,356092,3569611456,Ronin2428,2357
https://twitter.com/marchingAnt21/status/1257323445542510594,83932539,prayingmedic,356092,106190650,marchingAnt21,111
https://twitter.com/Socrates7x7x7/status/1257323398423646214,83932539,prayingmedic,356092,790279150837833728,Socrates7x7x7,4285
