tweet_url,from_user_id,from_user_screen_name, from_user_followers,to_user_id,to_user_screen_name,to_user_followers
https://twitter.com/KESweeney/status/1256584122748764160,4787411118,BryanDeanWright,73473,316473941,KESweeney,317
https://twitter.com/Maxson6Max/status/1256766463228039169,4787411118,BryanDeanWright,73473,1160016964539961344,Maxson6Max,1785
https://twitter.com/MaggieM49205160/status/1256796335220518918,4787411118,BryanDeanWright,73473,1220753335864610816,MaggieM49205160,2598
https://twitter.com/HelenKellersCat/status/1258885878526685184,4787411118,BryanDeanWright,73473,817597801332871168,HelenKellersCat,2814
https://twitter.com/LcwXnrx7YyDKSep/status/1256775915570421762,4787411118,BryanDeanWright,73473,805878238660755456,LcwXnrx7YyDKSep,198
https://twitter.com/ukloner/status/1256812683627761667,4787411118,BryanDeanWright,73473,42741327,ukloner,10176
https://twitter.com/pitbullymommy/status/1256849495951802368,4787411118,BryanDeanWright,73473,82898213,pitbullymommy,3448
https://twitter.com/2_bluestarmom/status/1257146119374737408,4787411118,BryanDeanWright,73473,59141515,2_bluestarmom,24450
https://twitter.com/svagdis/status/1256605709745172481,4787411118,BryanDeanWright,73473,2440620382,svagdis,6050
https://twitter.com/jcrew756/status/1256746870304473088,4787411118,BryanDeanWright,73473,28774609,jcrew756,40502
https://twitter.com/Ferndua/status/1256775278715641856,4787411118,BryanDeanWright,73473,162735733,Ferndua,840
https://twitter.com/est_1964/status/1256822877078220800,4787411118,BryanDeanWright,73473,889688274976907264,est_1964,3823
https://twitter.com/SengMerrill/status/1256584685175611393,4787411118,BryanDeanWright,73473,52988771,SengMerrill,1136
https://twitter.com/zambo_dan/status/1256935660365242370,4787411118,BryanDeanWright,73473,893081874813341696,zambo_dan,5013
https://twitter.com/NYPolJunkie/status/1257050026821529600,4787411118,BryanDeanWright,73473,281685471,NYPolJunkie,8675
https://twitter.com/Brenp403/status/1256967903443730432,4787411118,BryanDeanWright,73473,305707885,Brenp403,123
https://twitter.com/dawn_of_america/status/1256769933871996928,4787411118,BryanDeanWright,73473,330636420,dawn_of_america,6016
https://twitter.com/warmerdaze/status/1257035331783843841,4787411118,BryanDeanWright,73473,1113478698,warmerdaze,28265
https://twitter.com/txwbo864/status/1257332293787684866,4787411118,BryanDeanWright,73473,796808138959847424,txwbo864,2264
https://twitter.com/SharonA07071313/status/1257040987316199425,4787411118,BryanDeanWright,73473,926310890420482048,SharonA07071313,5411
https://twitter.com/BrendaA24168120/status/1256583387323588608,4787411118,BryanDeanWright,73473,1001254470800424960,BrendaA24168120,11121
https://twitter.com/idgeorgio/status/1257191247632048128,4787411118,BryanDeanWright,73473,2763466665,idgeorgio,1193
https://twitter.com/blueruby8/status/1257028937164546048,4787411118,BryanDeanWright,73473,2645456312,blueruby8,8611
https://twitter.com/Metalworks4/status/1257073552995516417,4787411118,BryanDeanWright,73473,908064396,Metalworks4,3212
https://twitter.com/colfer36/status/1257047646671376386,4787411118,BryanDeanWright,73473,114887763,colfer36,13241
https://twitter.com/MBahrenfuss/status/1256748861130854401,4787411118,BryanDeanWright,73473,758307367306100740,MBahrenfuss,2298
