tweet_url,from_user_id,from_user_screen_name, from_user_followers,to_user_id,to_user_screen_name,to_user_followers
https://twitter.com/SimVooV/status/1220549969263726593,15438913,MailOnline,2556906,2609539418,SimVooV,307
https://twitter.com/michaelevs/status/1220546945283850240,15438913,MailOnline,2556906,39137239,michaelevs,1820
https://twitter.com/TomekUs/status/1220547304496734208,15438913,MailOnline,2556906,1052534246609473537,TomekUs,75
https://twitter.com/a631626830/status/1220550377365368833,15438913,MailOnline,2556906,2265440592,a631626830,32
https://twitter.com/MONEYCLIP84/status/1220548555766673408,15438913,MailOnline,2556906,393108566,MONEYCLIP84,3535
https://twitter.com/pastorbrianrobe/status/1220547320074395648,15438913,MailOnline,2556906,35114907,pastorbrianrobe,703
https://twitter.com/4foot9king/status/1220548685097881602,15438913,MailOnline,2556906,1174256611289964547,4foot9king,14
https://twitter.com/LauraByTheSea58/status/1220552913547923456,15438913,MailOnline,2556906,869592861876117506,LauraByTheSea58,7372
https://twitter.com/aliatra1968/status/1220550773517570048,15438913,MailOnline,2556906,2909317254,aliatra1968,42970
https://twitter.com/blazet/status/1220546941060362248,15438913,MailOnline,2556906,42736395,blazet,377
https://twitter.com/foxoman/status/1220548735039463424,15438913,MailOnline,2556906,21464460,foxoman,766
https://twitter.com/cubes2013/status/1220550303587565569,15438913,MailOnline,2556906,44046570,cubes2013,365
https://twitter.com/winstoniscoo/status/1220547091451142144,15438913,MailOnline,2556906,21278047,winstoniscoo,24
https://twitter.com/diakopter/status/1220548459301867521,15438913,MailOnline,2556906,14250521,diakopter,460
https://twitter.com/ABC54256927/status/1220553175301705728,15438913,MailOnline,2556906,1196242128231288834,ABC54256927,327
https://twitter.com/Fm98Sonora/status/1220549496607633409,15438913,MailOnline,2556906,1179888028333961216,Fm98Sonora,37
https://twitter.com/KRP108/status/1220551950049009664,15438913,MailOnline,2556906,2809114362,KRP108,11
https://twitter.com/AshokWhybother/status/1220552996507004928,15438913,MailOnline,2556906,297368146,AshokWhybother,84
